date,date_str,status,error_type,error_msg,attempts,slept_backoff_sec,created_at
2001-05-27,27-05-01,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:01
2001-05-28,28-05-01,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:01
2001-05-29,29-05-01,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:01
2001-06-01,01-06-01,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:01
2001-06-15,15-06-01,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:02
2001-06-21,21-06-01,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:02
2001-10-08,08-10-01,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:05
2001-10-12,12-10-01,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:05
2001-10-20,20-10-01,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:05
2001-12-29,29-12-01,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:07
2002-01-19,19-01-02,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:08
2002-02-27,27-02-02,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:09
2002-04-22,22-04-02,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:10
2002-05-02,02-05-02,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:10
2002-05-13,13-05-02,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:10
2002-06-13,13-06-02,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:11
2002-06-19,19-06-02,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:11
2002-06-26,26-06-02,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:12
2002-06-30,30-06-02,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:12
2002-07-10,10-07-02,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:12
2002-07-14,14-07-02,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:12
2002-07-15,15-07-02,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:12
2002-07-16,16-07-02,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:12
2002-07-18,18-07-02,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:12
2002-07-26,26-07-02,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:12
2002-10-20,20-10-02,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:15
2002-10-25,25-10-02,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:15
2002-11-17,17-11-02,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:15
2002-11-18,18-11-02,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:15
2002-11-19,19-11-02,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:15
2002-11-24,24-11-02,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:16
2003-01-12,12-01-03,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:17
2003-02-16,16-02-03,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:18
2003-02-20,20-02-03,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:18
2003-02-21,21-02-03,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:18
2003-03-02,02-03-03,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:18
2003-03-03,03-03-03,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:18
2003-03-04,04-03-03,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:18
2003-03-18,18-03-03,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:19
2003-03-27,27-03-03,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:19
2003-04-11,11-04-03,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:19
2003-05-27,27-05-03,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:20
2003-06-12,12-06-03,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:21
2003-07-06,06-07-03,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:21
2003-08-01,01-08-03,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:22
2003-08-14,14-08-03,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:22
2004-01-14,14-01-04,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:26
2004-01-27,27-01-04,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:27
2004-03-05,05-03-04,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:28
2004-06-04,04-06-04,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:30
2004-10-03,03-10-04,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:33
2004-11-27,27-11-04,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:35
2004-12-07,07-12-04,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:35
2004-12-22,22-12-04,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:36
2005-01-12,12-01-05,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:36
2005-02-20,20-02-05,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:37
2005-05-27,27-05-05,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:40
2005-07-14,14-07-05,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:41
2005-07-31,31-07-05,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:41
2005-09-07,07-09-05,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:42
2005-10-04,04-10-05,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:43
2005-12-10,10-12-05,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:45
2006-01-13,13-01-06,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:46
2006-01-28,28-01-06,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:46
2006-04-07,07-04-06,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:48
2006-05-26,26-05-06,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:49
2006-07-15,15-07-06,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:51
2006-11-01,01-11-06,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:54
2006-11-07,07-11-06,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:54
2007-03-05,05-03-07,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:57
2007-06-01,01-06-07,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:51:59
2007-06-08,08-06-07,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:00
2007-06-12,12-06-07,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:00
2007-06-27,27-06-07,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:00
2007-10-29,29-10-07,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:03
2007-11-08,08-11-07,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:04
2007-11-21,21-11-07,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:04
2007-12-30,30-12-07,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:05
2007-12-31,31-12-07,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:05
2008-01-01,01-01-08,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:05
2008-02-09,09-02-08,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:06
2008-04-11,11-04-08,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:08
2008-04-25,25-04-08,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:08
2008-05-15,15-05-08,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:09
2008-06-13,13-06-08,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:09
2008-07-15,15-07-08,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:11
2008-10-05,05-10-08,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:13
2009-02-10,10-02-09,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:16
2009-04-21,21-04-09,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:18
2009-05-23,23-05-09,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:19
2009-12-19,19-12-09,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:25
2010-02-18,18-02-10,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:27
2010-03-22,22-03-10,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:27
2010-05-27,27-05-10,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:29
2010-06-10,10-06-10,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:30
2010-06-25,25-06-10,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:30
2010-07-05,05-07-10,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:30
2010-08-12,12-08-10,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:31
2010-10-11,11-10-10,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:33
2010-12-12,12-12-10,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:34
2010-12-26,26-12-10,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:35
2011-04-13,13-04-11,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:38
2011-05-03,03-05-11,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:39
2011-08-18,18-08-11,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:42
2011-08-19,19-08-11,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:42
2011-08-20,20-08-11,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:42
2011-09-14,14-09-11,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:42
2011-09-15,15-09-11,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:42
2011-09-16,16-09-11,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:42
2011-09-19,19-09-11,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:43
2011-09-20,20-09-11,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:43
2011-09-21,21-09-11,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:43
2011-11-27,27-11-11,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:44
2012-02-16,16-02-12,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:47
2012-02-17,17-02-12,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:47
2012-02-18,18-02-12,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:47
2012-03-21,21-03-12,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:47
2012-06-09,09-06-12,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:50
2012-07-19,19-07-12,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:51
2012-07-23,23-07-12,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:51
2012-08-31,31-08-12,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:52
2012-09-01,01-09-12,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:52
2012-09-02,02-09-12,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:52
2012-10-03,03-10-12,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:53
2012-10-19,19-10-12,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:54
2012-10-30,30-10-12,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:54
2012-10-31,31-10-12,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:54
2012-11-01,01-11-12,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:54
2013-01-12,12-01-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:56
2013-02-08,08-02-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:57
2013-02-23,23-02-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:57
2013-02-24,24-02-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:57
2013-02-25,25-02-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:57
2013-04-10,10-04-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:58
2013-04-19,19-04-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:59
2013-05-10,10-05-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:52:59
2013-11-04,04-11-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:04
2013-11-05,05-11-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:04
2013-11-06,06-11-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:04
2013-11-10,10-11-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:04
2013-11-11,11-11-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:04
2013-11-16,16-11-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:05
2013-11-17,17-11-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:05
2013-11-21,21-11-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:05
2013-11-22,22-11-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:05
2013-11-25,25-11-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:05
2013-11-26,26-11-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:05
2013-11-27,27-11-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:05
2013-11-28,28-11-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:05
2013-11-30,30-11-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:05
2013-12-01,01-12-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:05
2013-12-02,02-12-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:05
2013-12-04,04-12-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:05
2013-12-05,05-12-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:05
2013-12-06,06-12-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:05
2013-12-08,08-12-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:05
2013-12-09,09-12-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:05
2013-12-10,10-12-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:05
2013-12-13,13-12-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:05
2013-12-14,14-12-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:05
2013-12-15,15-12-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:05
2013-12-17,17-12-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:05
2013-12-19,19-12-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:05
2013-12-20,20-12-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:05
2013-12-21,21-12-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:06
2013-12-22,22-12-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:06
2013-12-23,23-12-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:06
2013-12-25,25-12-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:06
2013-12-28,28-12-13,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:06
2014-01-01,01-01-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:06
2014-01-02,02-01-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:06
2014-01-05,05-01-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:06
2014-01-08,08-01-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:06
2014-01-10,10-01-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:06
2014-01-11,11-01-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:06
2014-01-13,13-01-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:06
2014-01-15,15-01-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:06
2014-01-16,16-01-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:06
2014-01-17,17-01-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:06
2014-01-20,20-01-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:06
2014-01-21,21-01-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:06
2014-01-26,26-01-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:07
2014-01-27,27-01-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:07
2014-01-28,28-01-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:07
2014-01-31,31-01-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:07
2014-02-01,01-02-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:07
2014-02-02,02-02-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:07
2014-02-03,03-02-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:07
2014-02-04,04-02-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:07
2014-02-05,05-02-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:07
2014-02-06,06-02-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:07
2014-02-09,09-02-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:07
2014-02-12,12-02-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:07
2014-02-13,13-02-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:07
2014-02-15,15-02-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:07
2014-02-16,16-02-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:07
2014-02-17,17-02-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:07
2014-02-19,19-02-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:07
2014-02-20,20-02-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:07
2014-02-23,23-02-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:07
2014-02-25,25-02-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:07
2014-03-01,01-03-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:07
2014-03-02,02-03-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:08
2014-03-04,04-03-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:08
2014-03-06,06-03-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:08
2014-03-07,07-03-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:08
2014-03-08,08-03-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:08
2014-05-09,09-05-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:10
2014-11-03,03-11-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:15
2014-11-04,04-11-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:15
2014-11-05,05-11-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:15
2014-11-06,06-11-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:15
2014-11-08,08-11-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:15
2014-11-11,11-11-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:15
2014-11-13,13-11-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:15
2014-11-15,15-11-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:15
2014-11-16,16-11-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:15
2014-11-17,17-11-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:15
2014-11-19,19-11-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:15
2014-11-22,22-11-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:15
2014-11-23,23-11-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:15
2014-11-24,24-11-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:15
2014-11-25,25-11-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:15
2014-11-26,26-11-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:15
2014-11-27,27-11-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:15
2014-11-29,29-11-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:16
2014-11-30,30-11-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:16
2014-12-01,01-12-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:16
2014-12-02,02-12-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:16
2014-12-04,04-12-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:16
2014-12-05,05-12-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:16
2014-12-06,06-12-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:16
2014-12-08,08-12-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:16
2014-12-09,09-12-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:16
2014-12-10,10-12-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:16
2014-12-11,11-12-14,EMPTY,EMPTY_RETURN,get_weather_features returned {},1,0.0,2026-05-12T06:53:16
